Model,DPO2012B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.004,
Sample Interval,3.2e-07,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.01,0.1
Label,,
TIME,CH1,CH2
-2.28192e-03,0.0519359,0.272297
-2.28160e-03,0.0517609,0.269531
-2.28128e-03,0.0516281,0.267969
-2.28096e-03,0.0519437,0.266953
-2.28064e-03,0.0516109,0.269281
-2.28032e-03,0.0516703,0.268328
-2.28000e-03,0.0513766,0.270594
-2.27968e-03,0.0516266,0.268547
-2.27936e-03,0.0520531,0.270438
-2.27904e-03,0.0518953,0.271563
-2.27872e-03,0.0515828,0.269766
-2.27840e-03,0.0519344,0.272531
-2.27808e-03,0.0515016,0.273875
-2.27776e-03,0.0514531,0.270422
-2.27744e-03,0.0520062,0.272875
-2.27712e-03,0.0517172,0.272094
-2.27680e-03,0.0518781,0.272453
-2.27648e-03,0.0517859,0.271422
-2.27616e-03,0.0516109,0.274172
-2.27584e-03,0.0517047,0.270266
-2.27552e-03,0.0521156,0.272781
-2.27520e-03,0.0516531,0.270016
-2.27488e-03,0.0516,0.271188
-2.27456e-03,0.0520344,0.27475
-2.27424e-03,0.0518547,0.269734
-2.27392e-03,0.0514641,0.269719
-2.27360e-03,0.0522172,0.273672
-2.27328e-03,0.0517672,0.270063
-2.27296e-03,0.0519484,0.27275
-2.27264e-03,0.0516156,0.268797
-2.27232e-03,0.0517422,0.271188
-2.27200e-03,0.0521547,0.269328
-2.27168e-03,0.0517922,0.273
-2.27136e-03,0.0521859,0.265828
-2.27104e-03,0.0519656,0.272188
-2.27072e-03,0.0517781,0.268766
-2.27040e-03,0.05195,0.269125
-2.27008e-03,0.0520109,0.271813
-2.26976e-03,0.0520016,0.268406
-2.26944e-03,0.0519437,0.267984
-2.26912e-03,0.0516891,0.269047
-2.26880e-03,0.0518547,0.267578
-2.26848e-03,0.0515594,0.264766
-2.26816e-03,0.0519812,0.269453
-2.26784e-03,0.0521844,0.268344
-2.26752e-03,0.0519203,0.268703
-2.26720e-03,0.0519562,0.268703
-2.26688e-03,0.0514625,0.270797
-2.26656e-03,0.0514,0.2695
-2.26624e-03,0.0516687,0.268672
-2.26592e-03,0.0519172,0.267
-2.26560e-03,0.0514469,0.265844
-2.26528e-03,0.0512766,0.273703
-2.26496e-03,0.0521766,0.268031
-2.26464e-03,0.0513078,0.271406
-2.26432e-03,0.0511953,0.269516
-2.26400e-03,0.0518578,0.271438
-2.26368e-03,0.0521187,0.268141
-2.26336e-03,0.0514281,0.271422
-2.26304e-03,0.0512828,0.267141
-2.26272e-03,0.0517656,0.273016
-2.26240e-03,0.0515469,0.271063
-2.26208e-03,0.0518078,0.268969
-2.26176e-03,0.0517344,0.272984
-2.26144e-03,0.0516812,0.268969
-2.26112e-03,0.0519141,0.270859
-2.26080e-03,0.0517922,0.275
-2.26048e-03,0.0521156,0.269969
-2.26016e-03,0.0514922,0.267922
-2.25984e-03,0.0519094,0.272031
-2.25952e-03,0.0519437,0.2725
-2.25920e-03,0.0517344,0.269813
-2.25888e-03,0.0520312,0.268656
-2.25856e-03,0.0518859,0.2675
-2.25824e-03,0.0513422,0.272984
-2.25792e-03,0.0519906,0.271484
-2.25760e-03,0.0516906,0.269438
-2.25728e-03,0.0515672,0.271969
-2.25696e-03,0.0519375,0.272813
-2.25664e-03,0.0521187,0.265969
-2.25632e-03,0.0519297,0.271969
-2.25600e-03,0.0519109,0.270797
-2.25568e-03,0.0516812,0.267875
-2.25536e-03,0.0516594,0.268
-2.25504e-03,0.0519891,0.270672
-2.25472e-03,0.0517984,0.263734
-2.25440e-03,0.0513812,0.272172
-2.25408e-03,0.0514422,0.265688
-2.25376e-03,0.0516312,0.266234
-2.25344e-03,0.0520234,0.269281
-2.25312e-03,0.051475,0.267453
-2.25280e-03,0.0518875,0.265531
-2.25248e-03,0.0518797,0.270453
-2.25216e-03,0.0512078,0.267156
-2.25184e-03,0.0513141,0.267172
-2.25152e-03,0.0521734,0.268891
-2.25120e-03,0.0518812,0.26975
-2.25088e-03,0.0520078,0.2675
-2.25056e-03,0.0519594,0.267094
-2.25024e-03,0.0516078,0.268172
-2.24992e-03,0.0515141,0.271203
-2.24960e-03,0.0519094,0.266688
-2.24928e-03,0.0517516,0.266094
-2.24896e-03,0.0516203,0.270344
-2.24864e-03,0.0516516,0.270078
-2.24832e-03,0.0520797,0.269156
-2.24800e-03,0.0515312,0.272734
-2.24768e-03,0.0523453,0.270984
-2.24736e-03,0.0522,0.267438
-2.24704e-03,0.0518625,0.273234
-2.24672e-03,0.0519578,0.270703
-2.24640e-03,0.0520141,0.269172
-2.24608e-03,0.0521,0.273109
-2.24576e-03,0.0519609,0.268906
-2.24544e-03,0.05175,0.270906
-2.24512e-03,0.0519453,0.272891
-2.24480e-03,0.0518422,0.266875
-2.24448e-03,0.0521359,0.273609
-2.24416e-03,0.0518719,0.268141
-2.24384e-03,0.0518219,0.270984
-2.24352e-03,0.0520094,0.270641
-2.24320e-03,0.0515922,0.269781
-2.24288e-03,0.0516297,0.270047
-2.24256e-03,0.0515547,0.270875
-2.24224e-03,0.0513891,0.267438
-2.24192e-03,0.0517766,0.267016
-2.24160e-03,0.0518031,0.270281
-2.24128e-03,0.0517922,0.267063
-2.24096e-03,0.0518594,0.267141
-2.24064e-03,0.0516984,0.267156
-2.24032e-03,0.0515531,0.265875
-2.24000e-03,0.0520406,0.266547
-2.23968e-03,0.0519047,0.266391
-2.23936e-03,0.0515687,0.267734
-2.23904e-03,0.0515719,0.264797
-2.23872e-03,0.0518578,0.268063
-2.23840e-03,0.0515234,0.266078
-2.23808e-03,0.0518016,0.266594
-2.23776e-03,0.0523859,0.268
-2.23744e-03,0.0517844,0.265766
-2.23712e-03,0.051725,0.264141
-2.23680e-03,0.0518953,0.270359
-2.23648e-03,0.05185,0.263406
-2.23616e-03,0.0517516,0.271703
-2.23584e-03,0.0518094,0.265391
-2.23552e-03,0.0516828,0.266813
-2.23520e-03,0.0514922,0.265766
-2.23488e-03,0.0514125,0.267188
-2.23456e-03,0.0515094,0.266531
-2.23424e-03,0.0512609,0.268609
-2.23392e-03,0.0515547,0.267406
-2.23360e-03,0.0515422,0.266547
-2.23328e-03,0.0513484,0.27075
-2.23296e-03,0.0518828,0.269234
-2.23264e-03,0.0513422,0.267688
-2.23232e-03,0.0517719,0.270344
-2.23200e-03,0.0519781,0.268766
-2.23168e-03,0.0514969,0.269328
-2.23136e-03,0.0515281,0.271438
-2.23104e-03,0.0520359,0.268125
-2.23072e-03,0.0517469,0.267313
-2.23040e-03,0.0519234,0.269844
-2.23008e-03,0.0520906,0.268766
-2.22976e-03,0.0522203,0.269563
-2.22944e-03,0.051925,0.271219
-2.22912e-03,0.0514406,0.268766
-2.22880e-03,0.0516031,0.26925
-2.22848e-03,0.0519047,0.268984
-2.22816e-03,0.0512672,0.265375
-2.22784e-03,0.0514031,0.270438
-2.22752e-03,0.0515047,0.268625
-2.22720e-03,0.0516984,0.266375
-2.22688e-03,0.0514828,0.270219
-2.22656e-03,0.0512625,0.267672
-2.22624e-03,0.0518016,0.267203
-2.22592e-03,0.0516094,0.276047
-2.22560e-03,0.0513656,0.268672
-2.22528e-03,0.0516547,0.266109
-2.22496e-03,0.0518266,0.269141
-2.22464e-03,0.051775,0.265328
-2.22432e-03,0.0518656,0.267156
-2.22400e-03,0.0518375,0.269719
-2.22368e-03,0.0516922,0.263609
-2.22336e-03,0.0518312,0.266766
-2.22304e-03,0.0519766,0.263359
-2.22272e-03,0.0516453,0.269734
-2.22240e-03,0.0519562,0.264359
-2.22208e-03,0.0522375,0.266516
-2.22176e-03,0.0516047,0.264234
-2.22144e-03,0.0519891,0.268641
-2.22112e-03,0.0518953,0.266453
-2.22080e-03,0.0521484,0.263563
-2.22048e-03,0.0517531,0.266875
-2.22016e-03,0.0522687,0.265453
-2.21984e-03,0.0520812,0.267297
-2.21952e-03,0.0517969,0.268688
-2.21920e-03,0.0515391,0.266672
-2.21888e-03,0.0516937,0.267063
-2.21856e-03,0.0518703,0.268344
-2.21824e-03,0.0517812,0.268203
-2.21792e-03,0.0519422,0.267578
-2.21760e-03,0.052025,0.267859
-2.21728e-03,0.0515812,0.267906
-2.21696e-03,0.0517484,0.266625
-2.21664e-03,0.0518984,0.271156
-2.21632e-03,0.0516953,0.267391
-2.21600e-03,0.0515578,0.268125
-2.21568e-03,0.0518,0.270141
-2.21536e-03,0.0513687,0.268625
-2.21504e-03,0.0517812,0.268438
-2.21472e-03,0.0519766,0.267422
-2.21440e-03,0.0512719,0.273328
-2.21408e-03,0.0520031,0.265719
-2.21376e-03,0.0518562,0.268469
-2.21344e-03,0.0515016,0.266234
-2.21312e-03,0.0516375,0.268875
-2.21280e-03,0.0512687,0.267781
-2.21248e-03,0.051675,0.266156
-2.21216e-03,0.051325,0.268234
-2.21184e-03,0.0513734,0.263766
-2.21152e-03,0.052,0.264359
-2.21120e-03,0.0514187,0.267703
-2.21088e-03,0.0518344,0.266656
-2.21056e-03,0.0515141,0.266828
-2.21024e-03,0.0516953,0.267141
-2.20992e-03,0.0518375,0.265938
-2.20960e-03,0.0516562,0.266969
-2.20928e-03,0.0520219,0.2675
-2.20896e-03,0.0518141,0.264609
-2.20864e-03,0.0519031,0.264438
-2.20832e-03,0.0515172,0.267125
-2.20800e-03,0.0514047,0.263578
-2.20768e-03,0.0521578,0.265969
-2.20736e-03,0.0517094,0.26275
-2.20704e-03,0.0513437,0.265422
-2.20672e-03,0.0515125,0.266094
-2.20640e-03,0.0516484,0.266141
-2.20608e-03,0.0520891,0.265594
-2.20576e-03,0.0515109,0.268656
-2.20544e-03,0.0520312,0.265609
-2.20512e-03,0.0516266,0.26725
-2.20480e-03,0.0514672,0.263313
-2.20448e-03,0.0520516,0.267938
-2.20416e-03,0.0519937,0.264469
-2.20384e-03,0.0516797,0.269094
-2.20352e-03,0.0520219,0.263313
-2.20320e-03,0.05235,0.267453
-2.20288e-03,0.0516312,0.268828
-2.20256e-03,0.0522984,0.269344
-2.20224e-03,0.0517531,0.267281
-2.20192e-03,0.0514469,0.268313
-2.20160e-03,0.0523172,0.266172
-2.20128e-03,0.0522109,0.267531
-2.20096e-03,0.0515937,0.268766
-2.20064e-03,0.0518391,0.264141
-2.20032e-03,0.0518281,0.268813
-2.20000e-03,0.0514703,0.268281
-2.19968e-03,0.0514078,0.265875
-2.19936e-03,0.0522172,0.27075
-2.19904e-03,0.0513687,0.266031
-2.19872e-03,0.0521531,0.267828
-2.19840e-03,0.0518422,0.269781
-2.19808e-03,0.0514328,0.264172
-2.19776e-03,0.05155,0.264484
-2.19744e-03,0.0517625,0.267469
-2.19712e-03,0.0520234,0.265156
-2.19680e-03,0.0519094,0.269688
-2.19648e-03,0.0516891,0.267
-2.19616e-03,0.0520047,0.266313
-2.19584e-03,0.0517781,0.264547
-2.19552e-03,0.0513984,0.267656
-2.19520e-03,0.0515375,0.264344
-2.19488e-03,0.0521484,0.266953
-2.19456e-03,0.0515109,0.2665
-2.19424e-03,0.0519422,0.261219
-2.19392e-03,0.0519469,0.264797
-2.19360e-03,0.0522172,0.263922
-2.19328e-03,0.0520531,0.264391
-2.19296e-03,0.0519266,0.262219
-2.19264e-03,0.0518312,0.266297
-2.19232e-03,0.0522094,0.262656
-2.19200e-03,0.0515859,0.266063
-2.19168e-03,0.0521891,0.260828
-2.19136e-03,0.0519953,0.261797
-2.19104e-03,0.0517687,0.266766
-2.19072e-03,0.0519594,0.260953
-2.19040e-03,0.0518781,0.267188
-2.19008e-03,0.0519328,0.264422
-2.18976e-03,0.051875,0.263469
-2.18944e-03,0.0514328,0.26375
-2.18912e-03,0.0519125,0.267
-2.18880e-03,0.0519844,0.262219
-2.18848e-03,0.0519359,0.265875
-2.18816e-03,0.0517969,0.2675
-2.18784e-03,0.0514828,0.265219
-2.18752e-03,0.0518453,0.267219
-2.18720e-03,0.0517844,0.265906
-2.18688e-03,0.0519797,0.265563
-2.18656e-03,0.0515078,0.269109
-2.18624e-03,0.0515937,0.267766
-2.18592e-03,0.0522203,0.26325
-2.18560e-03,0.051875,0.266078
-2.18528e-03,0.0520766,0.266422
-2.18496e-03,0.0523859,0.265672
-2.18464e-03,0.0514875,0.264703
-2.18432e-03,0.0517203,0.263813
-2.18400e-03,0.0518328,0.266766
-2.18368e-03,0.0515422,0.268547
-2.18336e-03,0.0519328,0.265828
-2.18304e-03,0.0519562,0.264219
-2.18272e-03,0.0516047,0.267391
-2.18240e-03,0.0519937,0.261656
-2.18208e-03,0.0519766,0.264984
-2.18176e-03,0.0518609,0.265375
-2.18144e-03,0.0517953,0.265281
-2.18112e-03,0.0519984,0.263906
-2.18080e-03,0.0513859,0.266453
-2.18048e-03,0.0519797,0.261938
-2.18016e-03,0.0516516,0.264188
-2.17984e-03,0.0521844,0.267078
-2.17952e-03,0.0516594,0.262719
-2.17920e-03,0.0515922,0.262547
-2.17888e-03,0.0515625,0.267688
-2.17856e-03,0.0515672,0.262641
-2.17824e-03,0.0518031,0.266219
-2.17792e-03,0.0517562,0.26
-2.17760e-03,0.0517062,0.263484
-2.17728e-03,0.0516047,0.262297
-2.17696e-03,0.0518219,0.262188
-2.17664e-03,0.0512734,0.262
-2.17632e-03,0.0518734,0.263844
-2.17600e-03,0.0515062,0.264641
-2.17568e-03,0.0513516,0.262484
-2.17536e-03,0.0518016,0.264797
-2.17504e-03,0.0519609,0.261984
-2.17472e-03,0.0518859,0.264719
-2.17440e-03,0.0519203,0.267188
-2.17408e-03,0.0521,0.259328
-2.17376e-03,0.0519,0.269063
-2.17344e-03,0.0514328,0.262813
-2.17312e-03,0.0519031,0.266016
-2.17280e-03,0.0519812,0.266156
-2.17248e-03,0.0519234,0.266156
-2.17216e-03,0.051675,0.262344
-2.17184e-03,0.0516703,0.268688
-2.17152e-03,0.0516359,0.262078
-2.17120e-03,0.0517344,0.264547
-2.17088e-03,0.0519047,0.267156
-2.17056e-03,0.0518437,0.262094
-2.17024e-03,0.0521797,0.265828
-2.16992e-03,0.0516094,0.268703
-2.16960e-03,0.0520141,0.261281
-2.16928e-03,0.0516375,0.26575
-2.16896e-03,0.0513219,0.266906
-2.16864e-03,0.0519891,0.266859
-2.16832e-03,0.0522031,0.264266
-2.16800e-03,0.0516484,0.263547
-2.16768e-03,0.05175,0.263969
-2.16736e-03,0.0518719,0.264828
-2.16704e-03,0.0519125,0.266625
-2.16672e-03,0.0517359,0.263203
-2.16640e-03,0.0524125,0.265203
-2.16608e-03,0.0523094,0.267594
-2.16576e-03,0.0519687,0.260922
-2.16544e-03,0.0514156,0.265141
-2.16512e-03,0.0519156,0.261469
-2.16480e-03,0.0518844,0.262266
-2.16448e-03,0.0519,0.263375
-2.16416e-03,0.0517266,0.263719
-2.16384e-03,0.0520375,0.264094
-2.16352e-03,0.0512016,0.263094
-2.16320e-03,0.0519859,0.260938
-2.16288e-03,0.0515828,0.259969
-2.16256e-03,0.0516703,0.26575
-2.16224e-03,0.0515375,0.258703
-2.16192e-03,0.0516297,0.262844
-2.16160e-03,0.0517891,0.262172
-2.16128e-03,0.0517547,0.26375
-2.16096e-03,0.0517062,0.261672
-2.16064e-03,0.0515953,0.264484
-2.16032e-03,0.0510922,0.259516
-2.16000e-03,0.0516906,0.262563
-2.15968e-03,0.0519453,0.262484
-2.15936e-03,0.0516281,0.264578
-2.15904e-03,0.0521,0.261844
-2.15872e-03,0.0516141,0.265281
-2.15840e-03,0.0519312,0.259219
-2.15808e-03,0.0517437,0.265578
-2.15776e-03,0.0516094,0.263641
-2.15744e-03,0.0516703,0.263375
-2.15712e-03,0.0518203,0.267859
-2.15680e-03,0.0519187,0.264359
-2.15648e-03,0.0517297,0.263125
-2.15616e-03,0.0521359,0.266203
-2.15584e-03,0.0517203,0.263078
-2.15552e-03,0.0518828,0.265344
-2.15520e-03,0.0525172,0.264734
-2.15488e-03,0.0517953,0.263766
-2.15456e-03,0.0519,0.265953
-2.15424e-03,0.0520312,0.265734
-2.15392e-03,0.0518703,0.258031
-2.15360e-03,0.0521203,0.266313
-2.15328e-03,0.0518469,0.262875
-2.15296e-03,0.0521562,0.262188
-2.15264e-03,0.0518656,0.262641
-2.15232e-03,0.0520297,0.26275
-2.15200e-03,0.0523391,0.264219
-2.15168e-03,0.05175,0.259859
-2.15136e-03,0.0519656,0.264422
-2.15104e-03,0.0520453,0.262688
-2.15072e-03,0.0516719,0.26675
-2.15040e-03,0.0515312,0.261156
-2.15008e-03,0.0520484,0.262984
-2.14976e-03,0.0522719,0.261578
-2.14944e-03,0.0515047,0.264844
-2.14912e-03,0.0517062,0.260563
-2.14880e-03,0.0517859,0.26425
-2.14848e-03,0.051925,0.261188
-2.14816e-03,0.0520031,0.260297
-2.14784e-03,0.0520078,0.264047
-2.14752e-03,0.0521281,0.258625
-2.14720e-03,0.051675,0.259328
-2.14688e-03,0.0518594,0.260297
-2.14656e-03,0.0523172,0.261609
-2.14624e-03,0.0517609,0.260125
-2.14592e-03,0.0524187,0.263391
-2.14560e-03,0.0515734,0.255063
-2.14528e-03,0.0518281,0.264859
-2.14496e-03,0.0516875,0.260156
-2.14464e-03,0.0514687,0.259266
-2.14432e-03,0.0514719,0.263328
-2.14400e-03,0.0516922,0.258234
-2.14368e-03,0.0523062,0.263453
-2.14336e-03,0.0521562,0.261844
-2.14304e-03,0.0518859,0.26475
-2.14272e-03,0.0517547,0.264188
-2.14240e-03,0.0518516,0.265016
-2.14208e-03,0.051475,0.261984
-2.14176e-03,0.0515453,0.263594
-2.14144e-03,0.0517234,0.264719
-2.14112e-03,0.0524844,0.260141
-2.14080e-03,0.0520047,0.264875
-2.14048e-03,0.0518109,0.261016
-2.14016e-03,0.05155,0.264031
-2.13984e-03,0.0515812,0.262047
-2.13952e-03,0.051775,0.267578
-2.13920e-03,0.0517828,0.263031
-2.13888e-03,0.0519469,0.266406
-2.13856e-03,0.0520625,0.261438
-2.13824e-03,0.0518859,0.261344
-2.13792e-03,0.0518312,0.263188
-2.13760e-03,0.0517031,0.265734
-2.13728e-03,0.0518672,0.262
-2.13696e-03,0.0518359,0.264078
-2.13664e-03,0.0517125,0.259359
-2.13632e-03,0.0519375,0.261156
-2.13600e-03,0.0515391,0.263406
-2.13568e-03,0.0518156,0.259359
-2.13536e-03,0.0517906,0.260328
-2.13504e-03,0.0519828,0.26475
-2.13472e-03,0.0519078,0.260266
-2.13440e-03,0.0520437,0.262297
-2.13408e-03,0.0516859,0.259781
-2.13376e-03,0.0517687,0.260984
-2.13344e-03,0.0519219,0.259313
-2.13312e-03,0.0520422,0.262438
-2.13280e-03,0.0520094,0.257859
-2.13248e-03,0.0518797,0.264875
-2.13216e-03,0.051825,0.260281
-2.13184e-03,0.0519922,0.259219
-2.13152e-03,0.0520641,0.258984
-2.13120e-03,0.0516453,0.261563
-2.13088e-03,0.0518422,0.259969
-2.13056e-03,0.0519719,0.259859
-2.13024e-03,0.0517578,0.26
-2.12992e-03,0.0522141,0.259563
-2.12960e-03,0.0519391,0.259328
-2.12928e-03,0.0516406,0.262828
-2.12896e-03,0.0515922,0.259625
-2.12864e-03,0.0520953,0.262594
-2.12832e-03,0.0518156,0.261828
-2.12800e-03,0.0515125,0.258906
-2.12768e-03,0.0515578,0.264141
-2.12736e-03,0.0516844,0.258406
-2.12704e-03,0.0517266,0.262156
-2.12672e-03,0.0514109,0.262078
-2.12640e-03,0.0518609,0.262844
-2.12608e-03,0.0524766,0.265453
-2.12576e-03,0.0518781,0.262813
-2.12544e-03,0.0522719,0.260688
-2.12512e-03,0.0515625,0.262141
-2.12480e-03,0.0515453,0.261375
-2.12448e-03,0.0517937,0.26075
-2.12416e-03,0.0519203,0.266125
-2.12384e-03,0.0514266,0.261094
-2.12352e-03,0.0521297,0.263938
-2.12320e-03,0.0519625,0.260766
-2.12288e-03,0.0518141,0.261563
-2.12256e-03,0.0523203,0.262563
-2.12224e-03,0.0515109,0.260484
-2.12192e-03,0.0517844,0.264641
-2.12160e-03,0.0517578,0.259547
-2.12128e-03,0.0515484,0.263453
-2.12096e-03,0.0521047,0.258328
-2.12064e-03,0.0517781,0.26175
-2.12032e-03,0.0518547,0.258938
-2.12000e-03,0.0516469,0.260906
-2.11968e-03,0.0514844,0.259828
-2.11936e-03,0.051375,0.260953
-2.11904e-03,0.0518922,0.256547
-2.11872e-03,0.0518531,0.259469
-2.11840e-03,0.0518125,0.259281
-2.11808e-03,0.051825,0.258734
-2.11776e-03,0.0521797,0.257203
-2.11744e-03,0.0516531,0.261828
-2.11712e-03,0.0517937,0.256266
-2.11680e-03,0.0519625,0.260453
-2.11648e-03,0.0514437,0.257703
-2.11616e-03,0.05205,0.257672
-2.11584e-03,0.0522203,0.259203
-2.11552e-03,0.0517328,0.259797
-2.11520e-03,0.05205,0.257563
-2.11488e-03,0.0523609,0.260344
-2.11456e-03,0.0518094,0.256781
-2.11424e-03,0.0522672,0.260188
-2.11392e-03,0.0520641,0.259281
-2.11360e-03,0.0515703,0.26175
-2.11328e-03,0.0519312,0.259016
-2.11296e-03,0.0517516,0.26225
-2.11264e-03,0.0519125,0.258578
-2.11232e-03,0.0518672,0.262078
-2.11200e-03,0.0521406,0.262016
-2.11168e-03,0.0520156,0.259828
-2.11136e-03,0.0518281,0.262516
-2.11104e-03,0.0520328,0.261922
-2.11072e-03,0.0515094,0.258297
-2.11040e-03,0.0516562,0.263734
-2.11008e-03,0.0517328,0.264063
-2.10976e-03,0.0514703,0.259359
-2.10944e-03,0.0517281,0.263547
-2.10912e-03,0.0517703,0.260891
-2.10880e-03,0.051425,0.260016
-2.10848e-03,0.0518031,0.264234
-2.10816e-03,0.051725,0.262859
-2.10784e-03,0.0519219,0.261375
-2.10752e-03,0.0517469,0.260469
-2.10720e-03,0.0517656,0.260094
-2.10688e-03,0.0516594,0.260422
-2.10656e-03,0.0512375,0.261703
-2.10624e-03,0.0520703,0.255938
-2.10592e-03,0.0519641,0.260266
-2.10560e-03,0.0520875,0.259891
-2.10528e-03,0.0522516,0.261672
-2.10496e-03,0.0513062,0.258609
-2.10464e-03,0.0516359,0.260203
-2.10432e-03,0.0517719,0.256766
-2.10400e-03,0.0513484,0.258469
-2.10368e-03,0.05135,0.256094
-2.10336e-03,0.0518453,0.255859
-2.10304e-03,0.0521859,0.257781
-2.10272e-03,0.0517953,0.259859
-2.10240e-03,0.0520922,0.256219
-2.10208e-03,0.0518672,0.258375
-2.10176e-03,0.0522266,0.257156
-2.10144e-03,0.0515922,0.257719
-2.10112e-03,0.0522297,0.260656
-2.10080e-03,0.0521812,0.260063
-2.10048e-03,0.0517891,0.256266
-2.10016e-03,0.0519172,0.259281
-2.09984e-03,0.0516703,0.256016
-2.09952e-03,0.0518969,0.259391
-2.09920e-03,0.0516484,0.260156
-2.09888e-03,0.0520547,0.257172
-2.09856e-03,0.0513844,0.259297
-2.09824e-03,0.051675,0.260453
-2.09792e-03,0.0519891,0.256281
-2.09760e-03,0.0520953,0.264688
-2.09728e-03,0.0518687,0.260828
-2.09696e-03,0.0516859,0.260406
-2.09664e-03,0.052275,0.260953
-2.09632e-03,0.0517031,0.260703
-2.09600e-03,0.0518531,0.260594
-2.09568e-03,0.0520047,0.262828
-2.09536e-03,0.0522969,0.262688
-2.09504e-03,0.0520109,0.258875
-2.09472e-03,0.0516937,0.259344
-2.09440e-03,0.0519,0.262063
-2.09408e-03,0.0518172,0.260031
-2.09376e-03,0.0520344,0.262891
-2.09344e-03,0.0519734,0.262469
-2.09312e-03,0.0516625,0.258203
-2.09280e-03,0.0513719,0.260047
-2.09248e-03,0.0518156,0.259797
-2.09216e-03,0.0524891,0.260578
-2.09184e-03,0.0517844,0.262344
-2.09152e-03,0.0517406,0.254188
-2.09120e-03,0.0519016,0.261734
-2.09088e-03,0.0519547,0.2575
-2.09056e-03,0.0519625,0.257953
-2.09024e-03,0.0516562,0.258703
-2.08992e-03,0.0515844,0.259578
-2.08960e-03,0.0521672,0.254313
-2.08928e-03,0.0522172,0.258891
-2.08896e-03,0.0524531,0.258484
-2.08864e-03,0.0514297,0.258281
-2.08832e-03,0.0520766,0.258672
-2.08800e-03,0.0514937,0.258219
-2.08768e-03,0.0517922,0.256203
-2.08736e-03,0.0516406,0.258125
-2.08704e-03,0.0520062,0.256203
-2.08672e-03,0.0519609,0.258109
-2.08640e-03,0.0518328,0.260156
-2.08608e-03,0.0519641,0.253859
-2.08576e-03,0.0518937,0.257969
-2.08544e-03,0.0523625,0.257891
-2.08512e-03,0.0518625,0.260703
-2.08480e-03,0.0517781,0.255266
-2.08448e-03,0.0518312,0.259484
-2.08416e-03,0.051725,0.257313
-2.08384e-03,0.0515719,0.257563
-2.08352e-03,0.0519062,0.258563
-2.08320e-03,0.0518812,0.2585
-2.08288e-03,0.0518484,0.259938
-2.08256e-03,0.0517016,0.262313
-2.08224e-03,0.0521875,0.259578
-2.08192e-03,0.0518469,0.260047
-2.08160e-03,0.0518906,0.258766
-2.08128e-03,0.0515969,0.257656
-2.08096e-03,0.0519609,0.259016
-2.08064e-03,0.05165,0.261438
-2.08032e-03,0.0516562,0.257453
-2.08000e-03,0.0517703,0.264609
-2.07968e-03,0.0513687,0.257359
-2.07936e-03,0.0517203,0.261797
-2.07904e-03,0.0517281,0.257531
-2.07872e-03,0.0519172,0.258031
-2.07840e-03,0.0519297,0.259281
-2.07808e-03,0.0517406,0.263109
-2.07776e-03,0.0517719,0.259063
-2.07744e-03,0.0515641,0.261469
-2.07712e-03,0.0516531,0.258766
-2.07680e-03,0.051975,0.260344
-2.07648e-03,0.0515703,0.257656
-2.07616e-03,0.0523016,0.258516
-2.07584e-03,0.0516078,0.2575
-2.07552e-03,0.0518094,0.255844
-2.07520e-03,0.0519562,0.256281
-2.07488e-03,0.0517266,0.255172
-2.07456e-03,0.0514328,0.260313
-2.07424e-03,0.0518828,0.255141
-2.07392e-03,0.0518953,0.255672
-2.07360e-03,0.051175,0.25975
-2.07328e-03,0.0515953,0.254219
-2.07296e-03,0.0516906,0.257375
-2.07264e-03,0.0521562,0.257766
-2.07232e-03,0.0515906,0.256672
-2.07200e-03,0.0522328,0.255
-2.07168e-03,0.0519187,0.259469
-2.07136e-03,0.0519594,0.254141
-2.07104e-03,0.0513016,0.256453
-2.07072e-03,0.0519797,0.259078
-2.07040e-03,0.051775,0.254516
-2.07008e-03,0.0517203,0.257203
-2.06976e-03,0.0524266,0.255578
-2.06944e-03,0.0517937,0.255375
-2.06912e-03,0.05215,0.256578
-2.06880e-03,0.0515969,0.255828
-2.06848e-03,0.0519766,0.257734
-2.06816e-03,0.0521391,0.262734
-2.06784e-03,0.0517641,0.258844
-2.06752e-03,0.05195,0.258688
-2.06720e-03,0.0524406,0.257344
-2.06688e-03,0.0520203,0.257406
-2.06656e-03,0.0522094,0.258625
-2.06624e-03,0.0523234,0.259047
-2.06592e-03,0.051775,0.257969
-2.06560e-03,0.0518172,0.256047
-2.06528e-03,0.0515937,0.264047
-2.06496e-03,0.0519437,0.256828
-2.06464e-03,0.0520109,0.259063
-2.06432e-03,0.0518672,0.260094
-2.06400e-03,0.0512234,0.259172
-2.06368e-03,0.0514641,0.258969
-2.06336e-03,0.0516328,0.262797
-2.06304e-03,0.0520969,0.255531
-2.06272e-03,0.0515828,0.258609
-2.06240e-03,0.0512375,0.257969
-2.06208e-03,0.0516391,0.255531
-2.06176e-03,0.0516062,0.260547
-2.06144e-03,0.0513953,0.254422
-2.06112e-03,0.0515969,0.254656
-2.06080e-03,0.0517453,0.256
-2.06048e-03,0.0521125,0.254313
