Model,DPO2012B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.004,
Sample Interval,3.2e-07,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.01,0.1
Label,,
TIME,CH1,CH2
-1.77718e-02,0.0514187,0.173234
-1.77715e-02,0.0510156,0.171766
-1.77712e-02,0.0515609,0.174563
-1.77709e-02,0.0510391,0.174922
-1.77706e-02,0.0511641,0.173672
-1.77702e-02,0.0511016,0.170172
-1.77699e-02,0.0512859,0.175453
-1.77696e-02,0.0514172,0.170078
-1.77693e-02,0.0506984,0.169766
-1.77690e-02,0.0514406,0.172141
-1.77686e-02,0.0508344,0.174281
-1.77683e-02,0.0509781,0.171672
-1.77680e-02,0.0506578,0.173156
-1.77677e-02,0.0510156,0.172672
-1.77674e-02,0.0515812,0.173109
-1.77670e-02,0.0512078,0.171938
-1.77667e-02,0.0508359,0.171906
-1.77664e-02,0.0511266,0.172203
-1.77661e-02,0.0510234,0.173234
-1.77658e-02,0.0514984,0.167281
-1.77654e-02,0.0508625,0.173438
-1.77651e-02,0.0511875,0.171313
-1.77648e-02,0.0511844,0.171375
-1.77645e-02,0.051,0.172453
-1.77642e-02,0.0512469,0.169719
-1.77638e-02,0.0509859,0.169688
-1.77635e-02,0.0509984,0.171844
-1.77632e-02,0.0512109,0.170734
-1.77629e-02,0.0511016,0.168781
-1.77626e-02,0.0509922,0.175078
-1.77622e-02,0.0513016,0.170359
-1.77619e-02,0.0513156,0.170594
-1.77616e-02,0.0507719,0.171656
-1.77613e-02,0.0513891,0.170734
-1.77610e-02,0.0512031,0.174797
-1.77606e-02,0.0514375,0.174656
-1.77603e-02,0.0514156,0.168922
-1.77600e-02,0.0514031,0.173391
-1.77597e-02,0.0510109,0.171797
-1.77594e-02,0.0509922,0.173094
-1.77590e-02,0.0511078,0.17275
-1.77587e-02,0.0510844,0.171172
-1.77584e-02,0.0507594,0.172594
-1.77581e-02,0.0508266,0.170969
-1.77578e-02,0.0513906,0.172609
-1.77574e-02,0.0513547,0.168891
-1.77571e-02,0.0514578,0.175344
-1.77568e-02,0.0509234,0.173875
-1.77565e-02,0.0508781,0.170375
-1.77562e-02,0.0512078,0.17325
-1.77558e-02,0.0514328,0.173891
-1.77555e-02,0.0509578,0.173172
-1.77552e-02,0.0513891,0.170109
-1.77549e-02,0.0513406,0.170656
-1.77546e-02,0.0514859,0.168609
-1.77542e-02,0.0512281,0.173297
-1.77539e-02,0.0512859,0.167984
-1.77536e-02,0.0513156,0.173734
-1.77533e-02,0.0513609,0.166188
-1.77530e-02,0.0510328,0.172984
-1.77526e-02,0.0512172,0.168297
-1.77523e-02,0.0507703,0.16775
-1.77520e-02,0.0511937,0.170531
-1.77517e-02,0.0511641,0.168828
-1.77514e-02,0.0509375,0.169563
-1.77510e-02,0.0512219,0.16825
-1.77507e-02,0.050875,0.166813
-1.77504e-02,0.0512141,0.169844
-1.77501e-02,0.0514297,0.167609
-1.77498e-02,0.0515703,0.1715
-1.77494e-02,0.0506578,0.169719
-1.77491e-02,0.0508797,0.167953
-1.77488e-02,0.0513797,0.171688
-1.77485e-02,0.0508281,0.167188
-1.77482e-02,0.0510875,0.168953
-1.77478e-02,0.0509094,0.170906
-1.77475e-02,0.0511094,0.170703
-1.77472e-02,0.0510516,0.170813
-1.77469e-02,0.0511703,0.169969
-1.77466e-02,0.0516281,0.171141
-1.77462e-02,0.0512859,0.16975
-1.77459e-02,0.0508422,0.172234
-1.77456e-02,0.0510453,0.170672
-1.77453e-02,0.0510578,0.171375
-1.77450e-02,0.0513094,0.172656
-1.77446e-02,0.0508219,0.169656
-1.77443e-02,0.0514062,0.174922
-1.77440e-02,0.0512328,0.169766
-1.77437e-02,0.0514547,0.172797
-1.77434e-02,0.0514594,0.1735
-1.77430e-02,0.051125,0.170422
-1.77427e-02,0.05125,0.170641
-1.77424e-02,0.0511953,0.170969
-1.77421e-02,0.0510594,0.170828
-1.77418e-02,0.0512109,0.17175
-1.77414e-02,0.0512406,0.171016
-1.77411e-02,0.0511078,0.169391
-1.77408e-02,0.0508391,0.17075
-1.77405e-02,0.0511719,0.169672
-1.77402e-02,0.0514469,0.169641
-1.77398e-02,0.051275,0.170563
-1.77395e-02,0.0509094,0.169984
-1.77392e-02,0.0510891,0.170688
-1.77389e-02,0.0511875,0.168531
-1.77386e-02,0.0511531,0.166266
-1.77382e-02,0.0510844,0.168109
-1.77379e-02,0.0520375,0.170313
-1.77376e-02,0.0511281,0.169844
-1.77373e-02,0.0509937,0.168281
-1.77370e-02,0.0515422,0.166469
-1.77366e-02,0.0508469,0.168156
-1.77363e-02,0.0512453,0.167109
-1.77360e-02,0.0513984,0.172109
-1.77357e-02,0.0508484,0.16375
-1.77354e-02,0.0514766,0.169344
-1.77350e-02,0.0510469,0.165813
-1.77347e-02,0.0512422,0.166469
-1.77344e-02,0.0508891,0.169313
-1.77341e-02,0.0513437,0.168875
-1.77338e-02,0.0512281,0.169297
-1.77334e-02,0.0509437,0.164766
-1.77331e-02,0.0515672,0.169641
-1.77328e-02,0.0510984,0.165828
-1.77325e-02,0.0511812,0.170656
-1.77322e-02,0.0508,0.167234
-1.77318e-02,0.0506281,0.168484
-1.77315e-02,0.0511859,0.170078
-1.77312e-02,0.0511812,0.168688
-1.77309e-02,0.0513609,0.16875
-1.77306e-02,0.0510578,0.167875
-1.77302e-02,0.0511531,0.169031
-1.77299e-02,0.0515953,0.170297
-1.77296e-02,0.0513578,0.169047
-1.77293e-02,0.0512344,0.170734
-1.77290e-02,0.0511094,0.167047
-1.77286e-02,0.0511203,0.171578
-1.77283e-02,0.0513937,0.16775
-1.77280e-02,0.0505391,0.165109
-1.77277e-02,0.0510078,0.171297
-1.77274e-02,0.0512391,0.168453
-1.77270e-02,0.0511641,0.167297
-1.77267e-02,0.0506391,0.170938
-1.77264e-02,0.0512906,0.165703
-1.77261e-02,0.0511609,0.170047
-1.77258e-02,0.0511672,0.167813
-1.77254e-02,0.051325,0.167031
-1.77251e-02,0.0512359,0.167875
-1.77248e-02,0.0515344,0.170234
-1.77245e-02,0.0509437,0.165406
-1.77242e-02,0.0511687,0.168953
-1.77238e-02,0.0513219,0.166547
-1.77235e-02,0.0515062,0.167953
-1.77232e-02,0.0514547,0.169406
-1.77229e-02,0.0507922,0.166531
-1.77226e-02,0.0511297,0.165547
-1.77222e-02,0.0512766,0.166109
-1.77219e-02,0.0508687,0.169984
-1.77216e-02,0.0510078,0.165797
-1.77213e-02,0.0511312,0.167328
-1.77210e-02,0.051025,0.166438
-1.77206e-02,0.050725,0.1675
-1.77203e-02,0.0510391,0.167219
-1.77200e-02,0.0505453,0.164594
-1.77197e-02,0.0511531,0.163875
-1.77194e-02,0.0511469,0.168094
-1.77190e-02,0.0511375,0.164047
-1.77187e-02,0.0509437,0.166797
-1.77184e-02,0.0508125,0.167313
-1.77181e-02,0.0513562,0.166266
-1.77178e-02,0.0512078,0.165875
-1.77174e-02,0.0507359,0.166813
-1.77171e-02,0.0511484,0.168141
-1.77168e-02,0.0516719,0.167734
-1.77165e-02,0.0511297,0.168219
-1.77162e-02,0.0513844,0.166859
-1.77158e-02,0.0509125,0.168063
-1.77155e-02,0.0516297,0.165313
-1.77152e-02,0.0510781,0.167172
-1.77149e-02,0.0516875,0.167313
-1.77146e-02,0.0515328,0.167953
-1.77142e-02,0.0514094,0.165391
-1.77139e-02,0.0512562,0.165656
-1.77136e-02,0.0511828,0.169859
-1.77133e-02,0.0509562,0.165656
-1.77130e-02,0.0510422,0.169656
-1.77126e-02,0.0509844,0.163891
-1.77123e-02,0.0509047,0.168344
-1.77120e-02,0.0514516,0.167313
-1.77117e-02,0.0516594,0.167453
-1.77114e-02,0.0511625,0.168141
-1.77110e-02,0.0509547,0.170031
-1.77107e-02,0.0508937,0.165688
-1.77104e-02,0.0511031,0.167953
-1.77101e-02,0.0509234,0.168047
-1.77098e-02,0.0514734,0.166953
-1.77094e-02,0.0510672,0.166672
-1.77091e-02,0.0513281,0.165594
-1.77088e-02,0.0512328,0.166234
-1.77085e-02,0.0512125,0.167453
-1.77082e-02,0.0511594,0.163328
-1.77078e-02,0.0510203,0.164813
-1.77075e-02,0.0514547,0.167484
-1.77072e-02,0.0515094,0.159
-1.77069e-02,0.0512,0.167797
-1.77066e-02,0.0512906,0.164547
-1.77062e-02,0.0515516,0.163922
-1.77059e-02,0.0514641,0.164953
-1.77056e-02,0.0515656,0.163328
-1.77053e-02,0.0516141,0.167344
-1.77050e-02,0.0514953,0.164313
-1.77046e-02,0.0515828,0.164906
-1.77043e-02,0.0516062,0.161906
-1.77040e-02,0.0513094,0.165625
-1.77037e-02,0.0508969,0.163656
-1.77034e-02,0.0509828,0.164797
-1.77030e-02,0.0513641,0.165328
-1.77027e-02,0.0512031,0.161578
-1.77024e-02,0.0510516,0.165172
-1.77021e-02,0.0510734,0.163813
-1.77018e-02,0.05095,0.165469
-1.77014e-02,0.0513984,0.166016
-1.77011e-02,0.0509656,0.164859
-1.77008e-02,0.0507141,0.164422
-1.77005e-02,0.0509594,0.166375
-1.77002e-02,0.0510078,0.16825
-1.76998e-02,0.0513484,0.163469
-1.76995e-02,0.0511109,0.166063
-1.76992e-02,0.0509891,0.166953
-1.76989e-02,0.0510719,0.164094
-1.76986e-02,0.0511531,0.165859
-1.76982e-02,0.0514516,0.167797
-1.76979e-02,0.0510609,0.164016
-1.76976e-02,0.0510266,0.165688
-1.76973e-02,0.0508516,0.164391
-1.76970e-02,0.0509797,0.165797
-1.76966e-02,0.0507422,0.164641
-1.76963e-02,0.051025,0.165266
-1.76960e-02,0.0509687,0.164453
-1.76957e-02,0.0513609,0.167625
-1.76954e-02,0.0509937,0.1605
-1.76950e-02,0.0509344,0.167781
-1.76947e-02,0.0514766,0.165188
-1.76944e-02,0.0514109,0.164266
-1.76941e-02,0.0511109,0.163891
-1.76938e-02,0.0511203,0.162734
-1.76934e-02,0.0507891,0.164875
-1.76931e-02,0.0514297,0.163234
-1.76928e-02,0.0515844,0.164453
-1.76925e-02,0.0513641,0.164172
-1.76922e-02,0.0510656,0.162266
-1.76918e-02,0.0509875,0.167391
-1.76915e-02,0.0510859,0.161766
-1.76912e-02,0.0508547,0.163516
-1.76909e-02,0.0509875,0.167391
-1.76906e-02,0.0505578,0.160016
-1.76902e-02,0.0508672,0.162953
-1.76899e-02,0.0512766,0.164344
-1.76896e-02,0.0509609,0.162328
-1.76893e-02,0.0511672,0.162703
-1.76890e-02,0.0513562,0.162344
-1.76886e-02,0.0513359,0.162609
-1.76883e-02,0.0509484,0.164594
-1.76880e-02,0.0508828,0.161969
-1.76877e-02,0.0514953,0.162031
-1.76874e-02,0.0508859,0.163828
-1.76870e-02,0.0509656,0.16225
-1.76867e-02,0.0511484,0.164109
-1.76864e-02,0.0511469,0.16425
-1.76861e-02,0.0509437,0.163313
-1.76858e-02,0.0512094,0.164156
-1.76854e-02,0.0514641,0.162156
-1.76851e-02,0.0514281,0.164969
-1.76848e-02,0.0506984,0.162641
-1.76845e-02,0.0515859,0.164828
-1.76842e-02,0.0513969,0.163938
-1.76838e-02,0.0514672,0.16075
-1.76835e-02,0.0509187,0.166328
-1.76832e-02,0.0507687,0.163109
-1.76829e-02,0.0509703,0.164016
-1.76826e-02,0.0513328,0.166422
-1.76822e-02,0.0512453,0.160469
-1.76819e-02,0.0510203,0.162984
-1.76816e-02,0.0511984,0.16525
-1.76813e-02,0.0510672,0.166
-1.76810e-02,0.0507984,0.162406
-1.76806e-02,0.0516609,0.164641
-1.76803e-02,0.0508406,0.163
-1.76800e-02,0.0510375,0.162359
-1.76797e-02,0.0511078,0.160922
-1.76794e-02,0.0513594,0.161734
-1.76790e-02,0.0514953,0.162953
-1.76787e-02,0.0514406,0.161781
-1.76784e-02,0.0513266,0.159984
-1.76781e-02,0.0513062,0.161797
-1.76778e-02,0.0516859,0.160531
-1.76774e-02,0.0510422,0.16225
-1.76771e-02,0.0515547,0.160063
-1.76768e-02,0.0516312,0.161234
-1.76765e-02,0.0513062,0.157922
-1.76762e-02,0.0510219,0.164641
-1.76758e-02,0.0514906,0.160438
-1.76755e-02,0.0509234,0.161563
-1.76752e-02,0.0515031,0.161375
-1.76749e-02,0.0516344,0.160297
-1.76746e-02,0.0511,0.163875
-1.76742e-02,0.0516359,0.162625
-1.76739e-02,0.0512547,0.157906
-1.76736e-02,0.0514297,0.160406
-1.76733e-02,0.0512891,0.158641
-1.76730e-02,0.0510172,0.159828
-1.76726e-02,0.0510656,0.161141
-1.76723e-02,0.0512031,0.161016
-1.76720e-02,0.0512187,0.161156
-1.76717e-02,0.0508016,0.163188
-1.76714e-02,0.0506922,0.157609
-1.76710e-02,0.0513375,0.16325
-1.76707e-02,0.0511094,0.161781
-1.76704e-02,0.0510641,0.161094
-1.76701e-02,0.0507547,0.160563
-1.76698e-02,0.0509687,0.160984
-1.76694e-02,0.0507016,0.162203
-1.76691e-02,0.0513234,0.163969
-1.76688e-02,0.0510906,0.162344
-1.76685e-02,0.0511203,0.161703
-1.76682e-02,0.0511156,0.160094
-1.76678e-02,0.0505656,0.159938
-1.76675e-02,0.0509781,0.164625
-1.76672e-02,0.0516297,0.159859
-1.76669e-02,0.0508062,0.163547
-1.76666e-02,0.0509953,0.159609
-1.76662e-02,0.0514391,0.164266
-1.76659e-02,0.0512656,0.160109
-1.76656e-02,0.0510797,0.159766
-1.76653e-02,0.0513234,0.162266
-1.76650e-02,0.0514719,0.162516
-1.76646e-02,0.0512406,0.159984
-1.76643e-02,0.0512578,0.159953
-1.76640e-02,0.0509734,0.160375
-1.76637e-02,0.0510859,0.160828
-1.76634e-02,0.0511656,0.162406
-1.76630e-02,0.0513109,0.158094
-1.76627e-02,0.0508141,0.16225
-1.76624e-02,0.0508375,0.160938
-1.76621e-02,0.0509734,0.156656
-1.76618e-02,0.0510562,0.163094
-1.76614e-02,0.0510016,0.158031
-1.76611e-02,0.0509437,0.15975
-1.76608e-02,0.0506922,0.159984
-1.76605e-02,0.0511281,0.159781
-1.76602e-02,0.05115,0.160469
-1.76598e-02,0.0511359,0.162359
-1.76595e-02,0.0508766,0.157297
-1.76592e-02,0.0515031,0.160344
-1.76589e-02,0.0511578,0.158031
-1.76586e-02,0.0512,0.159109
-1.76582e-02,0.0514234,0.159984
-1.76579e-02,0.0506484,0.159094
-1.76576e-02,0.0509797,0.159234
-1.76573e-02,0.051025,0.156734
-1.76570e-02,0.051025,0.160422
-1.76566e-02,0.0509766,0.156531
-1.76563e-02,0.0513016,0.16125
-1.76560e-02,0.0509359,0.159469
-1.76557e-02,0.0512406,0.15775
-1.76554e-02,0.0508578,0.159156
-1.76550e-02,0.0512031,0.16225
-1.76547e-02,0.0512578,0.157656
-1.76544e-02,0.0510672,0.162313
-1.76541e-02,0.0512297,0.161172
-1.76538e-02,0.0512953,0.158297
-1.76534e-02,0.0512531,0.164672
-1.76531e-02,0.0510437,0.156047
-1.76528e-02,0.0514156,0.161375
-1.76525e-02,0.0511109,0.157078
-1.76522e-02,0.0515984,0.162359
-1.76518e-02,0.0511641,0.161516
-1.76515e-02,0.0514609,0.157922
-1.76512e-02,0.0512953,0.159219
-1.76509e-02,0.0508812,0.159125
-1.76506e-02,0.0512734,0.162219
-1.76502e-02,0.0504031,0.158625
-1.76499e-02,0.0511547,0.160078
-1.76496e-02,0.0512906,0.159141
-1.76493e-02,0.0512391,0.159531
-1.76490e-02,0.0517719,0.159922
-1.76486e-02,0.0512766,0.162266
-1.76483e-02,0.0513547,0.156891
-1.76480e-02,0.0514547,0.159281
-1.76477e-02,0.051425,0.157734
-1.76474e-02,0.0508234,0.159609
-1.76470e-02,0.0511359,0.156688
-1.76467e-02,0.0509859,0.160109
-1.76464e-02,0.0512437,0.155406
-1.76461e-02,0.0514641,0.159109
-1.76458e-02,0.0512469,0.157375
-1.76454e-02,0.0510656,0.154703
-1.76451e-02,0.05105,0.161203
-1.76448e-02,0.0514562,0.155813
-1.76445e-02,0.0509687,0.156438
-1.76442e-02,0.0513578,0.158391
-1.76438e-02,0.0514703,0.156969
-1.76435e-02,0.05125,0.161781
-1.76432e-02,0.0512422,0.157766
-1.76429e-02,0.0511437,0.15825
-1.76426e-02,0.0514203,0.157484
-1.76422e-02,0.0511266,0.158047
-1.76419e-02,0.0507594,0.158266
-1.76416e-02,0.0512453,0.158484
-1.76413e-02,0.0511375,0.156438
-1.76410e-02,0.0517719,0.160234
-1.76406e-02,0.0510516,0.155859
-1.76403e-02,0.0512312,0.159938
-1.76400e-02,0.0507672,0.159047
-1.76397e-02,0.0513031,0.158734
-1.76394e-02,0.0508469,0.158125
-1.76390e-02,0.0514672,0.158422
-1.76387e-02,0.0506078,0.159469
-1.76384e-02,0.0512797,0.157406
-1.76381e-02,0.0511594,0.160516
-1.76378e-02,0.0511812,0.156688
-1.76374e-02,0.0509969,0.158938
-1.76371e-02,0.0506562,0.157453
-1.76368e-02,0.0514547,0.159766
-1.76365e-02,0.0511609,0.156125
-1.76362e-02,0.0509312,0.159531
-1.76358e-02,0.0515406,0.160141
-1.76355e-02,0.0513078,0.156422
-1.76352e-02,0.0513719,0.159797
-1.76349e-02,0.0513594,0.156484
-1.76346e-02,0.0511781,0.158094
-1.76342e-02,0.0510047,0.157031
-1.76339e-02,0.0509891,0.159813
-1.76336e-02,0.0513203,0.155281
-1.76333e-02,0.0507141,0.159078
-1.76330e-02,0.051325,0.156484
-1.76326e-02,0.051475,0.157531
-1.76323e-02,0.0511609,0.157219
-1.76320e-02,0.051275,0.156797
-1.76317e-02,0.0517656,0.155953
-1.76314e-02,0.0513406,0.157234
-1.76310e-02,0.051,0.1565
-1.76307e-02,0.0510281,0.156328
-1.76304e-02,0.0513875,0.154625
-1.76301e-02,0.051375,0.155422
-1.76298e-02,0.0507766,0.156766
-1.76294e-02,0.0507187,0.155953
-1.76291e-02,0.0510578,0.156313
-1.76288e-02,0.0510406,0.153047
-1.76285e-02,0.0510469,0.158453
-1.76282e-02,0.0507937,0.151688
-1.76278e-02,0.0514578,0.156016
-1.76275e-02,0.0507719,0.1575
-1.76272e-02,0.0509406,0.153438
-1.76269e-02,0.0505656,0.157547
-1.76266e-02,0.0512656,0.155172
-1.76262e-02,0.0512594,0.156953
-1.76259e-02,0.0508156,0.158
-1.76256e-02,0.0507844,0.156875
-1.76253e-02,0.0508094,0.153797
-1.76250e-02,0.0506094,0.159219
-1.76246e-02,0.0511359,0.153797
-1.76243e-02,0.0507328,0.157828
-1.76240e-02,0.0512656,0.157875
-1.76237e-02,0.0508156,0.1545
-1.76234e-02,0.0512187,0.159563
-1.76230e-02,0.05105,0.156359
-1.76227e-02,0.0511969,0.158922
-1.76224e-02,0.0508625,0.156156
-1.76221e-02,0.0507437,0.159375
-1.76218e-02,0.0509875,0.154766
-1.76214e-02,0.0514656,0.159063
-1.76211e-02,0.0509219,0.154906
-1.76208e-02,0.0513703,0.158328
-1.76205e-02,0.0512891,0.156188
-1.76202e-02,0.0509547,0.155719
-1.76198e-02,0.0513031,0.154109
-1.76195e-02,0.0513844,0.157078
-1.76192e-02,0.0515516,0.155938
-1.76189e-02,0.0511531,0.154203
-1.76186e-02,0.0508328,0.155297
-1.76182e-02,0.0510594,0.155438
-1.76179e-02,0.0510828,0.156938
-1.76176e-02,0.0507297,0.154625
-1.76173e-02,0.0514375,0.156281
-1.76170e-02,0.051075,0.154859
-1.76166e-02,0.0509281,0.155406
-1.76163e-02,0.0507719,0.151641
-1.76160e-02,0.0512016,0.155094
-1.76157e-02,0.0512875,0.155438
-1.76154e-02,0.0511734,0.152781
-1.76150e-02,0.0511234,0.154234
-1.76147e-02,0.0509906,0.153031
-1.76144e-02,0.0512109,0.157969
-1.76141e-02,0.0512172,0.150172
-1.76138e-02,0.0509437,0.155422
-1.76134e-02,0.0508172,0.155141
-1.76131e-02,0.05125,0.155375
-1.76128e-02,0.0514828,0.153703
-1.76125e-02,0.0515172,0.152297
-1.76122e-02,0.0509953,0.15375
-1.76118e-02,0.0514047,0.155922
-1.76115e-02,0.0511234,0.152875
-1.76112e-02,0.0507719,0.153563
-1.76109e-02,0.0508203,0.153078
-1.76106e-02,0.0505531,0.154188
-1.76102e-02,0.0507625,0.154359
-1.76099e-02,0.050925,0.154234
-1.76096e-02,0.051025,0.155844
-1.76093e-02,0.0512281,0.156391
-1.76090e-02,0.0513406,0.153734
-1.76086e-02,0.0510203,0.153328
-1.76083e-02,0.0515797,0.156344
-1.76080e-02,0.0514703,0.151938
-1.76077e-02,0.0514,0.156344
-1.76074e-02,0.0507984,0.153203
-1.76070e-02,0.0509781,0.154219
-1.76067e-02,0.0511562,0.156531
-1.76064e-02,0.0512531,0.153313
-1.76061e-02,0.0515562,0.155203
-1.76058e-02,0.0509203,0.156156
-1.76054e-02,0.0508172,0.15275
-1.76051e-02,0.051275,0.154922
-1.76048e-02,0.0513891,0.152359
-1.76045e-02,0.0512953,0.152719
-1.76042e-02,0.0512234,0.152875
-1.76038e-02,0.0510172,0.156656
-1.76035e-02,0.05165,0.152469
-1.76032e-02,0.0510359,0.154547
-1.76029e-02,0.0510031,0.152156
-1.76026e-02,0.0512,0.154234
-1.76022e-02,0.0510141,0.151172
-1.76019e-02,0.0512266,0.153344
-1.76016e-02,0.0510344,0.153438
-1.76013e-02,0.0508859,0.153359
-1.76010e-02,0.0506156,0.151547
-1.76006e-02,0.0513109,0.151563
-1.76003e-02,0.0507422,0.151047
-1.76000e-02,0.0506562,0.151313
-1.75997e-02,0.0513219,0.149672
-1.75994e-02,0.0506516,0.151453
-1.75990e-02,0.0508516,0.156594
-1.75987e-02,0.0512359,0.150688
-1.75984e-02,0.0515422,0.156
-1.75981e-02,0.0513484,0.149734
-1.75978e-02,0.0509328,0.155938
-1.75974e-02,0.0514781,0.151859
-1.75971e-02,0.0511141,0.15375
-1.75968e-02,0.0507844,0.153266
-1.75965e-02,0.0508391,0.149688
-1.75962e-02,0.0512766,0.153297
-1.75958e-02,0.0515422,0.151953
-1.75955e-02,0.0510047,0.154797
-1.75952e-02,0.0508547,0.152422
-1.75949e-02,0.0510375,0.154297
-1.75946e-02,0.0508859,0.151297
-1.75942e-02,0.0507469,0.152578
-1.75939e-02,0.0504641,0.152547
-1.75936e-02,0.0507578,0.154703
-1.75933e-02,0.0508406,0.151047
-1.75930e-02,0.0513125,0.153625
-1.75926e-02,0.0510859,0.154266
-1.75923e-02,0.0511,0.149578
-1.75920e-02,0.0509375,0.151656
-1.75917e-02,0.0508859,0.154578
-1.75914e-02,0.050825,0.150234
-1.75910e-02,0.0512719,0.153922
-1.75907e-02,0.0508375,0.151594
-1.75904e-02,0.0514359,0.150078
-1.75901e-02,0.0509406,0.154797
-1.75898e-02,0.0509984,0.150844
-1.75894e-02,0.0515875,0.150406
-1.75891e-02,0.0513687,0.148875
-1.75888e-02,0.0515016,0.153344
-1.75885e-02,0.0510281,0.152734
-1.75882e-02,0.0507078,0.148297
-1.75878e-02,0.0510031,0.151359
-1.75875e-02,0.0512125,0.149297
-1.75872e-02,0.0512172,0.150172
-1.75869e-02,0.0508062,0.150719
-1.75866e-02,0.0508969,0.150453
-1.75862e-02,0.0507328,0.153688
-1.75859e-02,0.0510187,0.146953
-1.75856e-02,0.0509266,0.15075
-1.75853e-02,0.0507422,0.150938
-1.75850e-02,0.0510687,0.152438
-1.75846e-02,0.0509437,0.148844
-1.75843e-02,0.0510703,0.153156
-1.75840e-02,0.0510922,0.1485
-1.75837e-02,0.0509469,0.151063
-1.75834e-02,0.0516844,0.150953
-1.75830e-02,0.0507953,0.146406
-1.75827e-02,0.0513203,0.153594
-1.75824e-02,0.0513031,0.147172
-1.75821e-02,0.0510937,0.149297
-1.75818e-02,0.0510281,0.152266
-1.75814e-02,0.0509781,0.151063
-1.75811e-02,0.0514219,0.148375
-1.75808e-02,0.0510422,0.152719
-1.75805e-02,0.0511312,0.150844
-1.75802e-02,0.0510875,0.151469
-1.75798e-02,0.0512484,0.150063
-1.75795e-02,0.0514172,0.149234
-1.75792e-02,0.0508156,0.148125
-1.75789e-02,0.0511094,0.151359
-1.75786e-02,0.0509437,0.146531
-1.75782e-02,0.051175,0.154
-1.75779e-02,0.0510453,0.152016
-1.75776e-02,0.0512156,0.150219
-1.75773e-02,0.0510781,0.151047
-1.75770e-02,0.0507937,0.151859
-1.75766e-02,0.0513859,0.150703
-1.75763e-02,0.0510328,0.148969
-1.75760e-02,0.05135,0.149781
-1.75757e-02,0.0510422,0.149141
-1.75754e-02,0.0512031,0.150141
-1.75750e-02,0.0511766,0.149625
-1.75747e-02,0.0514094,0.148625
-1.75744e-02,0.0508594,0.153219
-1.75741e-02,0.0502828,0.146031
-1.75738e-02,0.0517141,0.152047
-1.75734e-02,0.0509047,0.149688
-1.75731e-02,0.0503594,0.148328
-1.75728e-02,0.0505406,0.146469
-1.75725e-02,0.0514906,0.150625
-1.75722e-02,0.0511578,0.14625
-1.75718e-02,0.0512781,0.150125
-1.75715e-02,0.0509484,0.143687
-1.75712e-02,0.0512859,0.15275
-1.75709e-02,0.0512969,0.147797
-1.75706e-02,0.0513812,0.147875
-1.75702e-02,0.0509797,0.148328
-1.75699e-02,0.0511594,0.151281
-1.75696e-02,0.0509375,0.146359
-1.75693e-02,0.0510422,0.149953
-1.75690e-02,0.0510953,0.147094
-1.75686e-02,0.0511781,0.146469
-1.75683e-02,0.050975,0.147453
-1.75680e-02,0.05135,0.147547
-1.75677e-02,0.0508656,0.150828
-1.75674e-02,0.0512125,0.148891
-1.75670e-02,0.05105,0.151203
-1.75667e-02,0.0508344,0.147266
-1.75664e-02,0.0513516,0.145531
-1.75661e-02,0.0512922,0.149859
-1.75658e-02,0.0504937,0.145688
-1.75654e-02,0.05075,0.149313
-1.75651e-02,0.0511297,0.148969
-1.75648e-02,0.0506594,0.149031
-1.75645e-02,0.050825,0.149078
-1.75642e-02,0.0510937,0.149813
-1.75638e-02,0.0509859,0.148969
-1.75635e-02,0.0511266,0.147859
-1.75632e-02,0.0512781,0.149891
-1.75629e-02,0.0511578,0.146813
-1.75626e-02,0.0509531,0.150203
-1.75622e-02,0.0506344,0.142797
-1.75619e-02,0.0510219,0.150813
-1.75616e-02,0.0508906,0.149375
-1.75613e-02,0.0514406,0.145375
-1.75610e-02,0.05085,0.148734
-1.75606e-02,0.0510672,0.149813
-1.75603e-02,0.050675,0.146422
-1.75600e-02,0.0510906,0.149781
-1.75597e-02,0.0509187,0.149422
-1.75594e-02,0.0506812,0.147359
-1.75590e-02,0.0506859,0.146938
-1.75587e-02,0.0510453,0.148625
-1.75584e-02,0.0508922,0.147922
-1.75581e-02,0.0509125,0.148813
-1.75578e-02,0.0508203,0.146156
-1.75574e-02,0.0508328,0.144406
-1.75571e-02,0.0511562,0.148141
-1.75568e-02,0.0506687,0.143406
-1.75565e-02,0.0506297,0.146
-1.75562e-02,0.0511781,0.147641
-1.75558e-02,0.0508469,0.144453
-1.75555e-02,0.0508297,0.142969
-1.75552e-02,0.0507219,0.145266
-1.75549e-02,0.051125,0.147109
